,Net m²,Brüt m²,Binadaki Kat Sayısı,Isıtma Tipi,Bulunduğu Kat,Bina Yaşı,Mobilya Durumu,Kullanım Durumu,Krediye Uygun,Hayvan Dostu Patili Evler,Ada,Parsel,Listing No,Gross m²,Heating Type,Floor,Age of the Building,Usage Status,Maintenance Fee,Rental Income,Suitable for Bank Loan,Number of Rooms,Number of Bathrooms,Number of Floors of the Building,Status of the Property,House Type,"Video Home Tour
                                                                ?",Furnishing Status,Unit Exchange,Title Deed Status,From Whom,Pet Friendly Paws Houses,Fiyat,İl,İlçe,Mahalle,Oda
4746,140,155m²,10-20 arası,Merkezi Sistem,5,11-15 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3925000,İstanbul,Beylikdüzü,Barış, 3 + 1 
4747,90,105m²,7,Yerden Isıtma,3,0,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Beylikdüzü,Gürpınar, 2 + 1 
4748,120,125m²,4,Kalorifer (Doğalgaz),1,3,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,1535000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4749,115,135m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1250000,İstanbul,Beylikdüzü,Cumhuriyet, 3 + 1 
4750,135,145m²,10,Merkezi Sistem,3,16-20 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3750000,İstanbul,Beylikdüzü,Barış, 3 + 1 
4751,140,150m²,5,Kombi (Doğalgaz),1,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3400000,İstanbul,Beylikdüzü,Kavaklı, 3 + 1 
4752,150,160m²,5,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Beylikdüzü,Kavaklı, 3 + 1 
4753,105,115m²,4,Kombi (Doğalgaz),Yüksek Giriş,1,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1147000,İstanbul,Beylikdüzü,Cumhuriyet, 1 + 1 
4754,100,110m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1920000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4755,95,105m²,6,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1085000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4756,100,110m²,4,Kalorifer (Doğalgaz),1,2,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,975000,İstanbul,Beylikdüzü,Marmara, 2 + 1 
4757,110,120m²,4,Kalorifer (Doğalgaz),1,2,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,910000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4758,180,200m²,5,Kombi (Doğalgaz),Çatı Katı,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3800000,İstanbul,Beylikdüzü,Adnan Kahveci, 4 + 2 
4759,160,180m²,10-20 arası,Kombi (Doğalgaz),6,16-20 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,6750000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4760,135,145m²,5,Kombi (Doğalgaz),Bahçe katı,0,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,925000,İstanbul,Beylikdüzü,Cumhuriyet, 3 + 1 
4761,105,125m²,6,Kombi (Doğalgaz),Bahçe katı,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,834000,İstanbul,Beylikdüzü,Cumhuriyet, 3 + 1 
4762,105,115m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1359000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4763,90,110m²,10-20 arası,Kombi (Doğalgaz),7,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,975000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4764,95,115m²,6,Kalorifer (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1100000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4765,95,115m²,6,Kombi (Doğalgaz),Yüksek Giriş,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,800000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4766,72,87m²,4,Kombi (Doğalgaz),Giriş Katı,1,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1100000,İstanbul,Beylikdüzü,Yakuplu, 1 + 1 
4767,165,180m²,5,Klima,1,6-10 arası,Sadece Beyaz Eşya,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4768,115,135m²,6,Klima,2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3000000,İstanbul,Beylikdüzü,Kavaklı, 2 + 1 
4769,250,290m²,4,Yerden Isıtma,3,0,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,7250000,İstanbul,Beylikdüzü,Gürpınar, 6 + 2 
4770,90,105m²,6,Kalorifer (Doğalgaz),Bahçe katı,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,725000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4771,85,95m²,5,Kombi (Doğalgaz),Bahçe katı,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,675000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4772,95,120m²,9,Klima,1,11-15 arası,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1150000,İstanbul,Beylikdüzü,Yakuplu, 1 + 1 
4773,75,90m²,10-20 arası,Klima,3,0,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2750000,İstanbul,Beylikdüzü,Barış, 1 + 1 
4774,95,110m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,980000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4775,85,105m²,10-20 arası,Kombi (Doğalgaz),5,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2175000,İstanbul,Beylikdüzü,Büyükşehir, 3 + 1 
4776,95,110m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1000000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4777,140,160m²,10,Kombi (Doğalgaz),3,16-20 arası,Eşyalı (Mobilyalı),Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2700000,İstanbul,Beylikdüzü,Yakuplu, 3 + 1 
4778,155,165m²,10-20 arası,Kombi (Doğalgaz),4,16-20 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3000000,İstanbul,Beylikdüzü,Marmara, 3 + 1 
4779,110,125m²,5,Kombi (Doğalgaz),3,5,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,4000000,İstanbul,Beylikdüzü,Kavaklı, 3 + 1 
4780,108,130m²,5,Kombi (Doğalgaz),3,3,Sadece Beyaz Eşya,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2990000,İstanbul,Beylikdüzü,Dereağzı, 2 + 1 
4781,100,120m²,4,Kombi (Doğalgaz),3,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2650000,İstanbul,Beylikdüzü,Dereağzı, 2 + 1 
4782,130,145m²,10,Merkezi Sistem,2,16-20 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2675000,İstanbul,Beylikdüzü,Barış, 3 + 1 
4783,135,145m²,3,,1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2620000,İstanbul,Beylikdüzü,Kavaklı, 3 + 1 
4784,125,135m²,,Kalorifer (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1785000,İstanbul,Beylikdüzü,Yakuplu, 3 + 1 
4785,220,245m²,5,Kombi (Doğalgaz),5,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1525000,İstanbul,Beylikdüzü,Cumhuriyet, 4 + 2 
4786,110,120m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2100000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4787,105,115m²,6,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1170000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4788,180,225m²,7,Merkezi Sistem (Isı Payı Ölçer),2,4,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,7000000,İstanbul,Beylikdüzü,Adnan Kahveci, 4 + 1 
4789,80,85m²,10-20 arası,Kalorifer (Doğalgaz),3,3,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,1135000,İstanbul,Beylikdüzü,Beylikdüzü OSB, 1 + 1 
4790,100,115m²,6,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1250000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4791,180,210m²,5,Kombi (Doğalgaz),5,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3300000,İstanbul,Beylikdüzü,Marmara, 3 + 2 
4792,90,120m²,4,Kombi (Doğalgaz),1,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2550000,İstanbul,Beylikdüzü,Gürpınar, 2 + 1 
4793,140,165m²,5,Kombi (Doğalgaz),2,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3350000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4794,300,350m²,4,Kombi (Doğalgaz),4,2,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5600000,İstanbul,Beylikdüzü,Adnan Kahveci, 5 + 2 
4795,120,135m²,5,Kombi (Doğalgaz),1,5,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2888000,İstanbul,Beylikdüzü,Gürpınar, 3 + 1 
4796,120,140m²,4,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3100000,İstanbul,Beylikdüzü,Kavaklı, 3 + 1 
4797,120,135m²,5,Kombi (Doğalgaz),1,4,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1250000,İstanbul,Beylikdüzü,Cumhuriyet, 3 + 1 
4798,90,105m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1250000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4799,150,170m²,4,Klima,3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5300000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4800,185,200m²,10-20 arası,Kombi (Doğalgaz),13,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3800000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4801,275,307m²,4,Klima,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,9150000,İstanbul,Beylikdüzü,Adnan Kahveci, 5 + 2 
4802,90,95m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,999000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4803,75,95m²,5,Kombi (Doğalgaz),2,0,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,1200000,İstanbul,Beylikdüzü,Adnan Kahveci, 1 + 1 
4804,95,105m²,5,Kombi (Doğalgaz),Yüksek Giriş,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,950000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4805,100,120m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1275000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4806,85,105m²,6,Kombi (Doğalgaz),Yüksek Giriş,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,875000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4807,95,110m²,6,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1175000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4808,95,105m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1265000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4809,90,105m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1290000,İstanbul,Beylikdüzü,Beylikdüzü OSB, 2 + 1 
4810,90,100m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1325000,İstanbul,Beylikdüzü,Kavaklı, 2 + 1 
4811,100,115m²,6,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1175000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4812,95,105m²,6,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1275000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4813,100,110m²,4,Kombi (Doğalgaz),2,3,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2800000,İstanbul,Beylikdüzü,Kavaklı, 2 + 1 
4814,380,410m²,5,Kombi (Doğalgaz),4,5,Eşyalı (Mobilyalı),Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,5900000,İstanbul,Beylikdüzü,Adnan Kahveci, 5 + 2 
4815,100,120m²,6,Kombi (Doğalgaz),Yüksek Giriş,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,880000,İstanbul,Beylikdüzü,Beylikdüzü OSB, 2 + 1 
4816,140,150m²,8,Kombi (Doğalgaz),8,21-25 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2900000,İstanbul,Beylikdüzü,Marmara, 3 + 1 
4817,165,185m²,10-20 arası,Kombi (Doğalgaz),6,11-15 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3785000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4818,300,360m²,9,Kombi (Doğalgaz),8,6-10 arası,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5950000,İstanbul,Beylikdüzü,Adnan Kahveci, 5 + 2 
4819,220,245m²,3,Kombi (Doğalgaz),2,3,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2995000,İstanbul,Beylikdüzü,Kavaklı, 2 + 2 
4820,90,100m²,4,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1175000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4821,260,283m²,4,Kombi (Doğalgaz),4,0,Sadece Mutfak,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,15000000,İstanbul,Beylikdüzü,Dereağzı, 4 + 2 
4822,140,150m²,9,Kombi (Doğalgaz),1,11-15 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,3300000,İstanbul,Beylikdüzü,Marmara, 4 + 1 
4823,135,140m²,4,Kalorifer (Doğalgaz),2,3,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,1389000,İstanbul,Beylikdüzü,Cumhuriyet, 3 + 1 
4824,93,127m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),6,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3290000,İstanbul,Beylikdüzü,Kavaklı, 2 + 1 
4825,135,155m²,4,Klima,2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2780000,İstanbul,Beylikdüzü,Cumhuriyet, 3 + 1 
4826,100,125m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1230000,İstanbul,Beylikdüzü,Beylikdüzü OSB, 2 + 1 
4827,100,110m²,5,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3199000,İstanbul,Beylikdüzü,Yakuplu, 4 + 2 
4828,225,250m²,4,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2695000,İstanbul,Beylikdüzü,Yakuplu, 5 + 2 
4829,115,130m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1675000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4830,80,95m²,6,,3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1150000,İstanbul,Beylikdüzü,Beylikdüzü OSB, 2 + 1 
4831,70,85m²,6,,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,925000,İstanbul,Beylikdüzü,Cumhuriyet, 1 + 1 
4832,65,75m²,10-20 arası,,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,450000,İstanbul,Beylikdüzü,Cumhuriyet, 1 + 0 
4833,110,125m²,5,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1350000,İstanbul,Beylikdüzü,Cumhuriyet, 3 + 1 
4834,50,65m²,10-20 arası,Kombi (Doğalgaz),4,3,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,700000,İstanbul,Beylikdüzü,Cumhuriyet, 1 + 0 
4835,95,120m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1315000,İstanbul,Beylikdüzü,Beylikdüzü OSB, 2 + 1 
4836,100,110m²,5,Kombi (Doğalgaz),,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1070000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4837,110,135m²,6,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1400000,İstanbul,Beylikdüzü,Yakuplu, 3 + 1 
4838,140,155m²,4,Klima,2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2395000,İstanbul,Beylikdüzü,Cumhuriyet, 3 + 1 
4839,110,120m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1155000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4840,100,120m²,5,Kombi (Doğalgaz),1,2,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2440000,İstanbul,Beylikdüzü,Gürpınar, 2 + 1 
4841,110,120m²,9,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1299000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4842,110,120m²,4,Kombi (Doğalgaz),1,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1535000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4843,70,85m²,10,Kombi (Doğalgaz),3,3,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,750000,İstanbul,Beylikdüzü,Cumhuriyet, 1 + 1 
4844,70,85m²,10-20 arası,Kombi (Doğalgaz),4,3,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,755000,İstanbul,Beylikdüzü,Beylikdüzü OSB, 1 + 1 
4845,110,127m²,10,Kombi (Doğalgaz),6,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1198000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4846,280,350m²,10-20 arası,Kombi (Doğalgaz),14,16-20 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,4950000,İstanbul,Beylikdüzü,Büyükşehir, 4 + 2 
4847,300,360m²,4,Yerden Isıtma,3,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,10750000,İstanbul,Beylikdüzü,Sahil, 6 + 2 
4848,90,100m²,3,,2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Beylikdüzü,Kavaklı, 2 + 1 
4849,300,350m²,5,,5,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4850000,İstanbul,Beylikdüzü,Adnan Kahveci, 6 + 2 
4850,145,160m²,10-20 arası,,10,16-20 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3500000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4851,90,100m²,3,,1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2350000,İstanbul,Beylikdüzü,Kavaklı, 2 + 1 
4852,126,127m²,10-20 arası,Klima,2,2,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5500000,İstanbul,Beylikdüzü,Kavaklı, 2 + 1 
4853,90,100m²,5,,1,4,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2340000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4854,100,120m²,5,Kalorifer (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1010000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4855,120,130m²,5,Kalorifer (Doğalgaz),2,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1300000,İstanbul,Beylikdüzü,Yakuplu, 3 + 1 
4856,160,195m²,10-20 arası,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Beylikdüzü,Kavaklı, 4 + 1 
4857,140,180m²,8,,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Beylikdüzü,Yakuplu, 3 + 1 
4858,135,155m²,5,,2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3100000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4859,95,110m²,6,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1520000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4860,108,118m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1179000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4861,90,100m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2850000,İstanbul,Beylikdüzü,Adnan Kahveci, 2 + 1 
4862,100,130m²,8,,2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3600000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4863,185,219m²,8,,7,6-10 arası,Eşyalı (Mobilyalı),Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,6500000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4864,155,185m²,5,,2,4,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,7870000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4865,100,120m²,5,Kombi (Doğalgaz),Kot 1,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3750000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4866,108,130m²,4,Kalorifer (Doğalgaz),1,2,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,850000,İstanbul,Beylikdüzü,Beylikdüzü OSB, 3 + 1 
4867,125,140m²,5,,3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4250000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4868,220,245m²,4,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Beylikdüzü,Dereağzı, 4 + 2 
4869,50,60m²,10-20 arası,Kombi (Doğalgaz),5,2,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,450000,İstanbul,Beylikdüzü,Cumhuriyet, 1 + 0 
4870,166,189m²,5,,2,1,Eşyalı (Mobilyalı),Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,9870000,İstanbul,Beylikdüzü,Adnan Kahveci, 4 + 1 
4871,100,110m²,5,,3,4,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2650000,İstanbul,Beylikdüzü,Adnan Kahveci, 2 + 1 
4872,95,100m²,4,,2,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
4873,145,165m²,9,,9,16-20 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3750000,İstanbul,Beylikdüzü,Barış, 3 + 1 
4874,100,120m²,10,Merkezi Sistem,1,3,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2300000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
4875,150,180m²,5,,5,4,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3250000,İstanbul,Beylikdüzü,Dereağzı, 3 + 2 
4876,230,250m²,5,Klima,5,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3450000,İstanbul,Beylikdüzü,Gürpınar, 4 + 2 
4877,140,160m²,4,Yerden Isıtma,2,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,6450000,İstanbul,Beylikdüzü,Sahil, 3 + 1 
4878,120,140m²,10-20 arası,Kombi (Doğalgaz),1,26-30 arası,,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3200000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
4879,110,130m²,6,Kombi (Doğalgaz),Yüksek Giriş,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1080000,İstanbul,Beylikdüzü,Kavaklı, 3 + 1 
